"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameFIFAESDComparatorLevenshtein record1Value","[0] PlayerNameFIFAESDComparatorLevenshtein record2Value","[0] PlayerNameFIFAESDComparatorLevenshtein record1PreprocessedValue","[0] PlayerNameFIFAESDComparatorLevenshtein record2PreprocessedValue","[0] PlayerNameFIFAESDComparatorLevenshtein similarity","[0] PlayerNameFIFAESDComparatorLevenshtein postproccesedSimilarity","[1] PlayerNameFIFAESDComparatorJaccard record1Value","[1] PlayerNameFIFAESDComparatorJaccard record2Value","[1] PlayerNameFIFAESDComparatorJaccard record1PreprocessedValue","[1] PlayerNameFIFAESDComparatorJaccard record2PreprocessedValue","[1] PlayerNameFIFAESDComparatorJaccard similarity","[1] PlayerNameFIFAESDComparatorJaccard postproccesedSimilarity","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance record1Value","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance record2Value","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance record1PreprocessedValue","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance record2PreprocessedValue","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance similarity","[2] PlayerNameFIFAESDComparatorLevenshteinEditDistance postproccesedSimilarity","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment record1Value","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment record2Value","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment record1PreprocessedValue","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment record2PreprocessedValue","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment similarity","[3] PlayerNameFIFAESDComparatorMaximumTokenContainment postproccesedSimilarity","[4] DateFIFAESDComparator2Year record1Value","[4] DateFIFAESDComparator2Year record2Value","[4] DateFIFAESDComparator2Year record1PreprocessedValue","[4] DateFIFAESDComparator2Year record2PreprocessedValue","[4] DateFIFAESDComparator2Year similarity","[4] DateFIFAESDComparator2Year postproccesedSimilarity","[5] HeightFIFAESDAbsoluteDifferences record1Value","[5] HeightFIFAESDAbsoluteDifferences record2Value","[5] HeightFIFAESDAbsoluteDifferences record1PreprocessedValue","[5] HeightFIFAESDAbsoluteDifferences record2PreprocessedValue","[5] HeightFIFAESDAbsoluteDifferences similarity","[5] HeightFIFAESDAbsoluteDifferences postproccesedSimilarity"
"WekaMatchingRule","191","2000461","0.0642301583722292","0","Allan","Allan","allan","allan","1.0","1.0","Allan","Allan","allan","allan","1.0","1.0","Allan","Allan","allan","allan","0.0","0.0","Allan","Allan","allan","allan","1.0","1.0","1992-01-01T00:00","1997-03-03T00:00","1992-01-01T00:00","1997-03-03T00:00","0.0","0.0","0.0","180.33999633789062","0.0","180.33999633789062","0.0","0.0"
"WekaMatchingRule","13617","2000640","0.08166666666666668",,"A. Almendra","Andreu Mayoral","a almendra","a mayoral","0.4","0.4","A. Almendra","Andreu Mayoral","a almendra","a mayoral","0.3333333333333333","0.3333333333333333","A. Almendra","Andreu Mayoral","a almendra","a mayoral","6.0","6.0","A. Almendra","Andreu Mayoral","a almendra","a mayoral","0.5","0.5","2001-01-01T00:00","1983-06-17T00:00","2001-01-01T00:00","1983-06-17T00:00","0.0","0.0","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","11976","2002821","0.17",,"F. Zoko","Florent Sinama-Pongolle","f zoko","f sinama-pongolle","0.23529411764705888","0.23529411764705888","F. Zoko","Florent Sinama-Pongolle","f zoko","f sinama-pongolle","0.25","0.25","F. Zoko","Florent Sinama-Pongolle","f zoko","f sinama-pongolle","13.0","13.0","F. Zoko","Florent Sinama-Pongolle","f zoko","f sinama-pongolle","0.5","0.5","1985-01-01T00:00","1984-10-20T00:00","1985-01-01T00:00","1984-10-20T00:00","0.75","0.75","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","7089","2003616","0.22",,"I. Lakićević","Iuri Medeiros","i lakicevic","i medeiros","0.18181818181818177","0.18181818181818177","I. Lakićević","Iuri Medeiros","i lakicevic","i medeiros","0.3333333333333333","0.3333333333333333","I. Lakićević","Iuri Medeiros","i lakicevic","i medeiros","9.0","9.0","I. Lakićević","Iuri Medeiros","i lakicevic","i medeiros","0.5","0.5","1995-01-01T00:00","1994-07-10T00:00","1995-01-01T00:00","1994-07-10T00:00","0.75","0.75","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","1416","2005333",,"0","Maicón","Maicon","maicon","maicon","1.0","1.0","Maicón","Maicon","maicon","maicon","1.0","1.0","Maicón","Maicon","maicon","maicon","0.0","0.0","Maicón","Maicon","maicon","maicon","1.0","1.0","1991-01-01T00:00","1988-09-14T00:00","1991-01-01T00:00","1988-09-14T00:00","0.25","0.25","0.0","190.5","0.0","190.5","0.0","0.0"
"WekaMatchingRule","5724","2005314","0.9067940033383189","1","M. Sadlok","Maciej Sadlok","m sadlok","m sadlok","1.0","1.0","M. Sadlok","Maciej Sadlok","m sadlok","m sadlok","1.0","1.0","M. Sadlok","Maciej Sadlok","m sadlok","m sadlok","0.0","0.0","M. Sadlok","Maciej Sadlok","m sadlok","m sadlok","1.0","1.0","1990-01-01T00:00","1989-06-29T00:00","1990-01-01T00:00","1989-06-29T00:00","0.75","0.75","0.0","185.4199981689453","0.0","185.4199981689453","0.0","0.0"
"WekaMatchingRule","4514","2008127","0.1853333333333333",,"S. McTominay","Stefan Aigner","s mctominay","s aigner","0.2727272727272727","0.2727272727272727","S. McTominay","Stefan Aigner","s mctominay","s aigner","0.3333333333333333","0.3333333333333333","S. McTominay","Stefan Aigner","s mctominay","s aigner","8.0","8.0","S. McTominay","Stefan Aigner","s mctominay","s aigner","0.5","0.5","1998-01-01T00:00","1987-08-20T00:00","1998-01-01T00:00","1987-08-20T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","12129","2003526",,"0","R. Flynn","Idir Ouali","r flynn","i ouali","0.1428571428571429","0.1428571428571429","R. Flynn","Idir Ouali","r flynn","i ouali","0.0","0.0","R. Flynn","Idir Ouali","r flynn","i ouali","6.0","6.0","R. Flynn","Idir Ouali","r flynn","i ouali","0.0","0.0","1990-01-01T00:00","1988-05-21T00:00","1990-01-01T00:00","1988-05-21T00:00","0.5","0.5","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","6310","2002966","0.9067940033383189","1","Fredy","Fredy","fredy","fredy","1.0","1.0","Fredy","Fredy","fredy","fredy","1.0","1.0","Fredy","Fredy","fredy","fredy","0.0","0.0","Fredy","Fredy","fredy","fredy","1.0","1.0","1991-01-01T00:00","1990-03-27T00:00","1991-01-01T00:00","1990-03-27T00:00","0.75","0.75","0.0","170.17999267578125","0.0","170.17999267578125","0.0","0.0"
"WekaMatchingRule","14054","2004034","0.07",,"J. Flannigan","Jimmy Kebe","j flannigan","j kebe","0.18181818181818177","0.18181818181818177","J. Flannigan","Jimmy Kebe","j flannigan","j kebe","0.3333333333333333","0.3333333333333333","J. Flannigan","Jimmy Kebe","j flannigan","j kebe","9.0","9.0","J. Flannigan","Jimmy Kebe","j flannigan","j kebe","0.5","0.5","1997-01-01T00:00","1984-01-19T00:00","1997-01-01T00:00","1984-01-19T00:00","0.0","0.0","0.0","187.9600067138672","0.0","187.9600067138672","0.0","0.0"
"WekaMatchingRule","6822","2003815","0.345",,"J. Swift","Jaroslaw Jach","j swift","j jach","0.2857142857142857","0.2857142857142857","J. Swift","Jaroslaw Jach","j swift","j jach","0.3333333333333333","0.3333333333333333","J. Swift","Jaroslaw Jach","j swift","j jach","5.0","5.0","J. Swift","Jaroslaw Jach","j swift","j jach","0.5","0.5","1996-01-01T00:00","1994-02-17T00:00","1996-01-01T00:00","1994-02-17T00:00","0.5","0.5","0.0","187.9600067138672","0.0","187.9600067138672","0.0","0.0"
"WekaMatchingRule","11001","2005805","0.9067940033383189","1","M. Matras","Mateusz Matras","m matras","m matras","1.0","1.0","M. Matras","Mateusz Matras","m matras","m matras","1.0","1.0","M. Matras","Mateusz Matras","m matras","m matras","0.0","0.0","M. Matras","Mateusz Matras","m matras","m matras","1.0","1.0","1992-01-01T00:00","1991-01-23T00:00","1992-01-01T00:00","1991-01-23T00:00","0.75","0.75","0.0","193.0399932861328","0.0","193.0399932861328","0.0","0.0"
"WekaMatchingRule","9678","2006964","0.9067940033383189","1","P. Stolarski","Pawel Stolarski","p stolarski","p stolarski","1.0","1.0","P. Stolarski","Pawel Stolarski","p stolarski","p stolarski","1.0","1.0","P. Stolarski","Pawel Stolarski","p stolarski","p stolarski","0.0","0.0","P. Stolarski","Pawel Stolarski","p stolarski","p stolarski","1.0","1.0","1997-01-01T00:00","1996-01-28T00:00","1997-01-01T00:00","1996-01-28T00:00","0.75","0.75","0.0","180.33999633789062","0.0","180.33999633789062","0.0","0.0"
"WekaMatchingRule","1101","2002305",,"0","Douglas","Douglas","douglas","douglas","1.0","1.0","Douglas","Douglas","douglas","douglas","1.0","1.0","Douglas","Douglas","douglas","douglas","0.0","0.0","Douglas","Douglas","douglas","douglas","1.0","1.0","1984-01-01T00:00","1986-01-30T00:00","1984-01-01T00:00","1986-01-30T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","1818","2006918",,"0","Paulinho","Paulinho","paulinho","paulinho","1.0","1.0","Paulinho","Paulinho","paulinho","paulinho","1.0","1.0","Paulinho","Paulinho","paulinho","paulinho","0.0","0.0","Paulinho","Paulinho","paulinho","paulinho","1.0","1.0","1996-01-01T00:00","1992-11-09T00:00","1996-01-01T00:00","1992-11-09T00:00","0.0","0.0","0.0","187.9600067138672","0.0","187.9600067138672","0.0","0.0"
"WekaMatchingRule","2649","2002019",,"0","L. Koné","Davide Bertoncini","l kone","d bertoncini","0.25","0.25","L. Koné","Davide Bertoncini","l kone","d bertoncini","0.0","0.0","L. Koné","Davide Bertoncini","l kone","d bertoncini","9.0","9.0","L. Koné","Davide Bertoncini","l kone","d bertoncini","0.0","0.0","1990-01-01T00:00","1991-05-09T00:00","1990-01-01T00:00","1991-05-09T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","17654","2003455",,"0","M. Bazi","Herve Bazile","m bazi","h bazile","0.625","0.625","M. Bazi","Herve Bazile","m bazi","h bazile","0.0","0.0","M. Bazi","Herve Bazile","m bazi","h bazile","3.0","3.0","M. Bazi","Herve Bazile","m bazi","h bazile","0.0","0.0","1999-01-01T00:00","1990-03-18T00:00","1999-01-01T00:00","1990-03-18T00:00","0.0","0.0","0.0","180.33999633789062","0.0","180.33999633789062","0.0","0.0"
"WekaMatchingRule","10168","2006231","0.0",,"Matheus Jesus","Milan Petrzela","matheus jesus","milan petrzela","0.1428571428571429","0.1428571428571429","Matheus Jesus","Milan Petrzela","matheus jesus","milan petrzela","0.0","0.0","Matheus Jesus","Milan Petrzela","matheus jesus","milan petrzela","12.0","12.0","Matheus Jesus","Milan Petrzela","matheus jesus","milan petrzela","0.0","0.0","1998-01-01T00:00","1983-06-19T00:00","1998-01-01T00:00","1983-06-19T00:00","0.0","0.0","0.0","170.17999267578125","0.0","170.17999267578125","0.0","0.0"
"WekaMatchingRule","10615","2001945","0.48950000000000005",,"D. Mirfin","David Elm","d mirfin","d elm","0.25","0.25","D. Mirfin","David Elm","d mirfin","d elm","0.3333333333333333","0.3333333333333333","D. Mirfin","David Elm","d mirfin","d elm","6.0","6.0","D. Mirfin","David Elm","d mirfin","d elm","0.5","0.5","1986-01-01T00:00","1983-01-10T00:00","1986-01-01T00:00","1983-01-10T00:00","0.25","0.25","0.0","193.0399932861328","0.0","193.0399932861328","0.0","0.0"
"WekaMatchingRule","1564","2002601",,"0","O. Alonso","Eyong Enoh","o alonso","e enoh","0.25","0.25","O. Alonso","Eyong Enoh","o alonso","e enoh","0.0","0.0","O. Alonso","Eyong Enoh","o alonso","e enoh","6.0","6.0","O. Alonso","Eyong Enoh","o alonso","e enoh","0.0","0.0","1987-01-01T00:00","1986-03-23T00:00","1987-01-01T00:00","1986-03-23T00:00","0.75","0.75","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","17849","2005753","0.11599999999999999",,"M. Frendrup","Marvelous Nakamba","m frendrup","m nakamba","0.19999999999999996","0.19999999999999996","M. Frendrup","Marvelous Nakamba","m frendrup","m nakamba","0.3333333333333333","0.3333333333333333","M. Frendrup","Marvelous Nakamba","m frendrup","m nakamba","8.0","8.0","M. Frendrup","Marvelous Nakamba","m frendrup","m nakamba","0.5","0.5","2002-01-01T00:00","1994-01-19T00:00","2002-01-01T00:00","1994-01-19T00:00","0.0","0.0","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","15713","2005708","0.02",,"M. Hoxha","Marten De Roon","m hoxha","m de roon","0.2222222222222222","0.2222222222222222","M. Hoxha","Marten De Roon","m hoxha","m de roon","0.25","0.25","M. Hoxha","Marten De Roon","m hoxha","m de roon","7.0","7.0","M. Hoxha","Marten De Roon","m hoxha","m de roon","0.5","0.5","2001-01-01T00:00","1991-03-29T00:00","2001-01-01T00:00","1991-03-29T00:00","0.0","0.0","0.0","185.4199981689453","0.0","185.4199981689453","0.0","0.0"
"WekaMatchingRule","1004","2005366","0.05833333333333334",,"M. Zárate","Manu del Moral","m zarate","m del moral","0.2727272727272727","0.2727272727272727","M. Zárate","Manu del Moral","m zarate","m del moral","0.25","0.25","M. Zárate","Manu del Moral","m zarate","m del moral","8.0","8.0","M. Zárate","Manu del Moral","m zarate","m del moral","0.5","0.5","1988-01-01T00:00","1984-02-25T00:00","1988-01-01T00:00","1984-02-25T00:00","0.0","0.0","0.0","185.4199981689453","0.0","185.4199981689453","0.0","0.0"
"WekaMatchingRule","3274","2006838",,"1","Patric","Patric","patric","patric","1.0","1.0","Patric","Patric","patric","patric","1.0","1.0","Patric","Patric","patric","patric","0.0","0.0","Patric","Patric","patric","patric","1.0","1.0","1994-01-01T00:00","1993-04-17T00:00","1994-01-01T00:00","1993-04-17T00:00","0.75","0.75","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","4228","2005579",,"0","R. Tesche","Marian Kelemen","r tesche","m kelemen","0.33333333333333337","0.33333333333333337","R. Tesche","Marian Kelemen","r tesche","m kelemen","0.0","0.0","R. Tesche","Marian Kelemen","r tesche","m kelemen","6.0","6.0","R. Tesche","Marian Kelemen","r tesche","m kelemen","0.0","0.0","1988-01-01T00:00","1979-12-07T00:00","1988-01-01T00:00","1979-12-07T00:00","0.0","0.0","0.0","187.9600067138672","0.0","187.9600067138672","0.0","0.0"
"WekaMatchingRule","11509","2001777","0.48604761904761906",,"D. Payne","Daniel Mojsov","d payne","d mojsov","0.25","0.25","D. Payne","Daniel Mojsov","d payne","d mojsov","0.3333333333333333","0.3333333333333333","D. Payne","Daniel Mojsov","d payne","d mojsov","6.0","6.0","D. Payne","Daniel Mojsov","d payne","d mojsov","0.5","0.5","1997-01-01T00:00","1987-12-25T00:00","1997-01-01T00:00","1987-12-25T00:00","0.0","0.0","0.0","190.5","0.0","190.5","0.0","0.0"
"WekaMatchingRule","13791","2000586","0.6",,"A. Palumbo","Andrea Caracciolo","a palumbo","a caracciolo","0.33333333333333337","0.33333333333333337","A. Palumbo","Andrea Caracciolo","a palumbo","a caracciolo","0.3333333333333333","0.3333333333333333","A. Palumbo","Andrea Caracciolo","a palumbo","a caracciolo","8.0","8.0","A. Palumbo","Andrea Caracciolo","a palumbo","a caracciolo","0.5","0.5","1998-01-01T00:00","1981-09-18T00:00","1998-01-01T00:00","1981-09-18T00:00","0.0","0.0","0.0","193.0399932861328","0.0","193.0399932861328","0.0","0.0"
"WekaMatchingRule","11136","2004270","0.8937021581263721","1","J. Bowery","Jordan Bowery","j bowery","j bowery","1.0","1.0","J. Bowery","Jordan Bowery","j bowery","j bowery","1.0","1.0","J. Bowery","Jordan Bowery","j bowery","j bowery","0.0","0.0","J. Bowery","Jordan Bowery","j bowery","j bowery","1.0","1.0","1993-01-01T00:00","1991-07-02T00:00","1993-01-01T00:00","1991-07-02T00:00","0.5","0.5","0.0","187.9600067138672","0.0","187.9600067138672","0.0","0.0"
"WekaMatchingRule","12761","2003911",,"0","A. Al Habib","Jeff Louis","a al habib","j louis","0.30000000000000004","0.30000000000000004","A. Al Habib","Jeff Louis","a al habib","j louis","0.0","0.0","A. Al Habib","Jeff Louis","a al habib","j louis","7.0","7.0","A. Al Habib","Jeff Louis","a al habib","j louis","0.0","0.0","1994-01-01T00:00","1992-08-08T00:00","1994-01-01T00:00","1992-08-08T00:00","0.5","0.5","0.0","170.17999267578125","0.0","170.17999267578125","0.0","0.0"
"WekaMatchingRule","8563","2000768","0.2115",,"A. Blondell","Antonio Mirante","a blondell","a mirante","0.30000000000000004","0.30000000000000004","A. Blondell","Antonio Mirante","a blondell","a mirante","0.3333333333333333","0.3333333333333333","A. Blondell","Antonio Mirante","a blondell","a mirante","7.0","7.0","A. Blondell","Antonio Mirante","a blondell","a mirante","0.5","0.5","1995-01-01T00:00","1983-07-08T00:00","1995-01-01T00:00","1983-07-08T00:00","0.0","0.0","0.0","193.0399932861328","0.0","193.0399932861328","0.0","0.0"
"WekaMatchingRule","9643","2002284","0.9067940033383189","1","D. Gorter","Donny Gorter","d gorter","d gorter","1.0","1.0","D. Gorter","Donny Gorter","d gorter","d gorter","1.0","1.0","D. Gorter","Donny Gorter","d gorter","d gorter","0.0","0.0","D. Gorter","Donny Gorter","d gorter","d gorter","1.0","1.0","1989-01-01T00:00","1988-06-15T00:00","1989-01-01T00:00","1988-06-15T00:00","0.75","0.75","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","574","2005381","0.0",,"Marcos Llorente","Manuel Curto","marcos llorente","manuel curto","0.33333333333333337","0.33333333333333337","Marcos Llorente","Manuel Curto","marcos llorente","manuel curto","0.0","0.0","Marcos Llorente","Manuel Curto","marcos llorente","manuel curto","10.0","10.0","Marcos Llorente","Manuel Curto","marcos llorente","manuel curto","0.0","0.0","1996-01-01T00:00","1986-07-09T00:00","1996-01-01T00:00","1986-07-09T00:00","0.0","0.0","0.0","187.9600067138672","0.0","187.9600067138672","0.0","0.0"
"WekaMatchingRule","11032","2007358","0.8937021581263721","1","R. Foster","Richard Foster","r foster","r foster","1.0","1.0","R. Foster","Richard Foster","r foster","r foster","1.0","1.0","R. Foster","Richard Foster","r foster","r foster","0.0","0.0","R. Foster","Richard Foster","r foster","r foster","1.0","1.0","1987-01-01T00:00","1985-07-31T00:00","1987-01-01T00:00","1985-07-31T00:00","0.5","0.5","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","10812","2008022",,"1","F. Silva","Silva","f silva","silva","0.7142857142857143","0.7142857142857143","F. Silva","Silva","f silva","silva","0.5","0.5","F. Silva","Silva","f silva","silva","2.0","2.0","F. Silva","Silva","f silva","silva","1.0","1.0","1984-01-01T00:00","1984-08-26T00:00","1984-01-01T00:00","1984-08-26T00:00","1.0","1.0","0.0","187.9600067138672","0.0","187.9600067138672","0.0","0.0"
"WekaMatchingRule","6304","2004367",,"1","José Mari","Jose Mari","jose mari","jose mari","1.0","1.0","José Mari","Jose Mari","jose mari","jose mari","1.0","1.0","José Mari","Jose Mari","jose mari","jose mari","0.0","0.0","José Mari","Jose Mari","jose mari","jose mari","1.0","1.0","1989-01-01T00:00","1987-12-06T00:00","1989-01-01T00:00","1987-12-06T00:00","0.5","0.5","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","7155","2002234",,"0","T. Schwede","Divine Naah","t schwede","d naah","0.11111111111111116","0.11111111111111116","T. Schwede","Divine Naah","t schwede","d naah","0.0","0.0","T. Schwede","Divine Naah","t schwede","d naah","8.0","8.0","T. Schwede","Divine Naah","t schwede","d naah","0.0","0.0","1995-01-01T00:00","1996-04-20T00:00","1995-01-01T00:00","1996-04-20T00:00","0.0","0.0","0.0","180.33999633789062","0.0","180.33999633789062","0.0","0.0"
"WekaMatchingRule","2430","2002924",,"0","R. Saïss","Frank Boeckx","r saiss","f boeckx","0.125","0.125","R. Saïss","Frank Boeckx","r saiss","f boeckx","0.0","0.0","R. Saïss","Frank Boeckx","r saiss","f boeckx","7.0","7.0","R. Saïss","Frank Boeckx","r saiss","f boeckx","0.0","0.0","1991-01-01T00:00","1986-09-27T00:00","1991-01-01T00:00","1986-09-27T00:00","0.0","0.0","0.0","180.33999633789062","0.0","180.33999633789062","0.0","0.0"
"WekaMatchingRule","6304","2004366","0.0642301583722292","0","José Mari","Jose Mari","jose mari","jose mari","1.0","1.0","José Mari","Jose Mari","jose mari","jose mari","1.0","1.0","José Mari","Jose Mari","jose mari","jose mari","0.0","0.0","José Mari","Jose Mari","jose mari","jose mari","1.0","1.0","1989-01-01T00:00","1978-12-10T00:00","1989-01-01T00:00","1978-12-10T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","384","2002617",,"0","O. Toprak","Fabian Johnson","o toprak","f johnson","0.2222222222222222","0.2222222222222222","O. Toprak","Fabian Johnson","o toprak","f johnson","0.0","0.0","O. Toprak","Fabian Johnson","o toprak","f johnson","7.0","7.0","O. Toprak","Fabian Johnson","o toprak","f johnson","0.0","0.0","1991-01-01T00:00","1987-12-11T00:00","1991-01-01T00:00","1987-12-11T00:00","0.0","0.0","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","229","2000841","0.0642301583722292","0","Arthur","Arthur","arthur","arthur","1.0","1.0","Arthur","Arthur","arthur","arthur","1.0","1.0","Arthur","Arthur","arthur","arthur","0.0","0.0","Arthur","Arthur","arthur","arthur","1.0","1.0","1998-01-01T00:00","1987-01-14T00:00","1998-01-01T00:00","1987-01-14T00:00","0.0","0.0","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","6965","2000727","0.15",,"A. Piccolo","Anthony Vanden Borre","a piccolo","a vanden borre","0.2142857142857143","0.2142857142857143","A. Piccolo","Anthony Vanden Borre","a piccolo","a vanden borre","0.25","0.25","A. Piccolo","Anthony Vanden Borre","a piccolo","a vanden borre","11.0","11.0","A. Piccolo","Anthony Vanden Borre","a piccolo","a vanden borre","0.5","0.5","1989-01-01T00:00","1987-10-24T00:00","1989-01-01T00:00","1987-10-24T00:00","0.5","0.5","0.0","182.8800048828125","0.0","182.8800048828125","0.0","0.0"
"WekaMatchingRule","791","2002176","0.9067940033383189","1","D. Laxalt","Diego Laxalt","d laxalt","d laxalt","1.0","1.0","D. Laxalt","Diego Laxalt","d laxalt","d laxalt","1.0","1.0","D. Laxalt","Diego Laxalt","d laxalt","d laxalt","0.0","0.0","D. Laxalt","Diego Laxalt","d laxalt","d laxalt","1.0","1.0","1994-01-01T00:00","1993-02-07T00:00","1994-01-01T00:00","1993-02-07T00:00","0.75","0.75","0.0","177.8000030517578","0.0","177.8000030517578","0.0","0.0"
"WekaMatchingRule","11999","2005499","0.13",,"M. Sepúlveda","Marco Capuano","m sepulveda","m capuano","0.36363636363636365","0.36363636363636365","M. Sepúlveda","Marco Capuano","m sepulveda","m capuano","0.3333333333333333","0.3333333333333333","M. Sepúlveda","Marco Capuano","m sepulveda","m capuano","7.0","7.0","M. Sepúlveda","Marco Capuano","m sepulveda","m capuano","0.5","0.5","2000-01-01T00:00","1991-10-14T00:00","2000-01-01T00:00","1991-10-14T00:00","0.0","0.0","0.0","185.4199981689453","0.0","185.4199981689453","0.0","0.0"
"WekaMatchingRule","14141","2003983","0.10333333333333333",,"J. Beste","Jerome Gondorf","j beste","j gondorf","0.2222222222222222","0.2222222222222222","J. Beste","Jerome Gondorf","j beste","j gondorf","0.3333333333333333","0.3333333333333333","J. Beste","Jerome Gondorf","j beste","j gondorf","7.0","7.0","J. Beste","Jerome Gondorf","j beste","j gondorf","0.5","0.5","2000-01-01T00:00","1988-06-26T00:00","2000-01-01T00:00","1988-06-26T00:00","0.0","0.0","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","1709","2001829",,"0","K. Amian","Danilo Soddimo","k amian","d soddimo","0.2222222222222222","0.2222222222222222","K. Amian","Danilo Soddimo","k amian","d soddimo","0.0","0.0","K. Amian","Danilo Soddimo","k amian","d soddimo","7.0","7.0","K. Amian","Danilo Soddimo","k amian","d soddimo","0.0","0.0","1999-01-01T00:00","1987-09-27T00:00","1999-01-01T00:00","1987-09-27T00:00","0.0","0.0","0.0","180.33999633789062","0.0","180.33999633789062","0.0","0.0"
"WekaMatchingRule","7404","2003980","0.07",,"J. Bajandouh","Jeroen Verhoeven","j bajandouh","j verhoeven","0.18181818181818177","0.18181818181818177","J. Bajandouh","Jeroen Verhoeven","j bajandouh","j verhoeven","0.3333333333333333","0.3333333333333333","J. Bajandouh","Jeroen Verhoeven","j bajandouh","j verhoeven","9.0","9.0","J. Bajandouh","Jeroen Verhoeven","j bajandouh","j verhoeven","0.5","0.5","1994-01-01T00:00","1980-04-30T00:00","1994-01-01T00:00","1980-04-30T00:00","0.0","0.0","0.0","198.1199951171875","0.0","198.1199951171875","0.0","0.0"
"WekaMatchingRule","11043","2002277","0.8937021581263721","1","D. Stroh-Engel","Dominik Stroh-Engel","d stroh-engel","d stroh-engel","1.0","1.0","D. Stroh-Engel","Dominik Stroh-Engel","d stroh-engel","d stroh-engel","1.0","1.0","D. Stroh-Engel","Dominik Stroh-Engel","d stroh-engel","d stroh-engel","0.0","0.0","D. Stroh-Engel","Dominik Stroh-Engel","d stroh-engel","d stroh-engel","1.0","1.0","1987-01-01T00:00","1985-11-27T00:00","1987-01-01T00:00","1985-11-27T00:00","0.5","0.5","0.0","195.5800018310547","0.0","195.5800018310547","0.0","0.0"
"WekaMatchingRule","12580","2005659","0.21899999999999997",,"M. Byrne","Mark Reynolds","m byrne","m reynolds","0.30000000000000004","0.30000000000000004","M. Byrne","Mark Reynolds","m byrne","m reynolds","0.3333333333333333","0.3333333333333333","M. Byrne","Mark Reynolds","m byrne","m reynolds","7.0","7.0","M. Byrne","Mark Reynolds","m byrne","m reynolds","0.5","0.5","1990-01-01T00:00","1987-05-07T00:00","1990-01-01T00:00","1987-05-07T00:00","0.25","0.25","0.0","180.33999633789062","0.0","180.33999633789062","0.0","0.0"
"WekaMatchingRule","6632","2002486",,"1","E. Boateng","Emmanuel Boateng","e boateng","e boateng","1.0","1.0","E. Boateng","Emmanuel Boateng","e boateng","e boateng","1.0","1.0","E. Boateng","Emmanuel Boateng","e boateng","e boateng","0.0","0.0","E. Boateng","Emmanuel Boateng","e boateng","e boateng","1.0","1.0","1995-01-01T00:00","1996-05-23T00:00","1995-01-01T00:00","1996-05-23T00:00","0.0","0.0","0.0","175.25999450683594","0.0","175.25999450683594","0.0","0.0"
"WekaMatchingRule","889","2000167",,"0","Adriano","Adriano","adriano","adriano","1.0","1.0","Adriano","Adriano","adriano","adriano","1.0","1.0","Adriano","Adriano","adriano","adriano","0.0","0.0","Adriano","Adriano","adriano","adriano","1.0","1.0","1986-01-01T00:00","1982-02-17T00:00","1986-01-01T00:00","1982-02-17T00:00","0.0","0.0","0.0","187.9600067138672","0.0","187.9600067138672","0.0","0.0"
